gene study_attention
SERPINB5 47
BCCIP 33
CREB3 163
NAGPA 11
RPL7 82
C11orf53 1
PCGF3 36
INSL5 53
PCBP4 9
PTBP2 25
EGR1 24
SIGLEC14 1
YAF2 76
CDCA7L 67
RNF17 3
SPRTN 10
TCEAL1 42
CMC1 2
TF 62
ALS2CL 7
MED21 92
EEF1AKNMT 17
FKRP 17
RPAP3 57
LOX 28
SYCE2 11
SEPTIN6 28
WIPI2 43
MLH1 159
S1PR1 21
PHB2 98
SMIM14 5
HTATSF1 25
CTAG2 8
RCN2 74
YWHAG 543
DPYS 4
MESP1 1
ATAT1 6
TOMM7 1
LSMEM2 19
PGM2L1 5
KIAA0754 1
IL18 6
SHISAL2A 2
TMEM42 49
SETSIP 1
ACER2 1
MYO16 10
CERS6 18
ADNP 35
UBE2E1 66
TRHR 16
FAM122B 19
DGKI 1
KLHL20 54
PRR36 4
MIEN1 11
DBR1 8
PSD4 2
KPNA1 79
SEMA3C 3
USP32 43
RNF114 34
TBX21 4
DEFB118 1
POLR1A 57
ATP6V0E1 25
GAL3ST4 1
CSNK1E 122
SS18L1 33
NOX4 3
ABCA1 23
NUMBL 17
KLF5 4
BLCAP 17
CNOT8 33
MAP2K5 21
NHS 11
RER1 17
DAO 4
SLC66A2 23
FCGR2A 25
NUDT2 5
TTLL10 15
TACSTD2 9
CCDC152 4
COPB1 49
SOGA3 8
TPM4 54
PFDN6 40
MICU2 29
TMEM174 11
SMAD4 102
STARD3NL 3
ITGB1 65
PLAC8L1 1
OSTF1 26
RBPMS 210
NMB 2
AIFM3 5
FAM83F 3
ALX3 16
IFNE 9
MANEA 16
TMEM192 19
RAB3A 30
C1D 26
LOXL3 3
ITIH3 4
ERICH6 2
SUMO3 56
SYAP1 28
PITPNB 7
OR7D2 1
POU6F1 2
ZNF658 2
CFLAR 37
CXCL3 4
H2AC14 3
KIF1C 25
SFSWAP 14
SIRPB1 9
CASKIN2 4
FDXR 21
IRF2BP2 9
MAD1L1 66
CDK9 60
PROSER3 11
LAX1 4
MPP6 15
ZSCAN30 11
PPP1R9B 30
SRFBP1 9
DGKG 3
ST3GAL1 14
SLC29A3 1
SAR1A 88
METTL1 1
MAK 7
ETAA1 4
FIGLA 9
POLR3B 16
ARRB2 320
PSG11 4
TUBA4A 180
ACSS1 9
UGT1A7 9
NAF1 71
HCN2 4
FOXO4 13
HARS1 12
ZMYND10 13
FKBP6 62
FMO1 6
EWSR1 82
STAM 17
MRPS30 71
NLRP5 7
TEX44 12
HACD2 31
NACAD 14
CRK 250
FGF8 96
BCLAF3 2
PUF60 91
SPNS3 8
FAM136A 75
LRRK2 1725
EHHADH 117
PAPLN 9
PMM2 3
ZYX 56
ZNF573 1
NAXD 25
UBQLNL 2
TMEM41B 5
AP1B1 62
DUSP10 16
WRNIP1 26
RPS21 18
SIPA1L2 27
ZSCAN9 13
MOB3C 17
CHST12 18
CEP128 268
CLUAP1 19
WTIP 7
HSBP1L1 11
CSE1L 47
BRPF3 9
GBF1 29
DCTN2 76
BPNT2 16
ANKRD11 6
CEMIP 2
ANO1 1
FGF3 51
RHOQ 12
SYN3 4
ZNF676 1
YIPF3 106
WDR25 29
UXS1 36
CDH17 1
KRTAP9-2 130
SLC7A6 3
ZNF8 7
SEMG2 24
DOK6 18
RNF216 18
SLC25A31 2
SRGAP2 25
ARID5B 15
MRPL52 14
PDGFA 6
TGM5 16
SDF4 59
CCDC77 31
SLC20A1 18
UGT1A9 11
CENPF 36
BICDL1 1
YBX3 55
CCDC157 2
LIF 6
LY6E 3
UBASH3B 59
SLC27A2 31
CCL20 9
SPEN 21
TPTE 58
MMACHC 2
LIX1 5
PUS3 1
SHISA4 9
NR2C2AP 7
IFT27 48
EXOC8 94
RAB28 7
OR10G4 1
TOP3B 23
TOMM40L 1
MCAT 17
DENND1C 2
NDUFS6 91
GPD1L 11
RSPH9 12
KASH5 107
VMAC 19
HOGA1 15
FAAH 3
KIRREL3 6
SERPINI1 2
RHOC 27
RNF14 17
SLC25A4 28
SCN4A 1
TBCB 9
USP47 70
HSD17B1 2
NIBAN1 4
CD5 2
BCHE 30
SETMAR 11
MRGPRX3 1
IK 52
BTBD1 58
MPHOSPH9 26
MTX3 27
KLC2 52
AKAP10 2
MYO5C 92
GON4L 8
UBL5 50
KLK6 11
LARGE2 18
TTL 4
AAR2 22
SNAPC4 7
BEST2 16
RASSF5 39
MRPL49 29
TCF24 2
NCBP2 66
TRAM1L1 26
RAB6C 4
AMZ1 12
CEP295 15
ERICH6B 1
CDK5RAP1 16
KRTAP3-1 80
KIAA2013 35
MGAT4C 34
FBXO33 11
USP37 5
YWHAQ 306
ORC1 44
VPS72 40
SLC25A2 3
EDEM3 8
GSS 5
EGLN3 229
CPSF4L 7
SKAP1 54
SPATA6L 3
CCL26 21
RAB6B 39
SLC35E3 24
VSIG8 39
H2BC14 1
RGS5 1
PKDCC 1
GRIA4 3
NPC1 10
KRT28 16
HOXD13 19
MRPL3 38
STRA6 4
ADAL 1
ZFAND2A 5
LTBP1 31
UBAC1 69
FLVCR2 1
DEPDC1B 9
IFI35 9
GRPEL2 8
BCAR1 250
MARK3 48
VPS25 20
TRAT1 2
KIAA0825 1
POT1 51
RUNX1 32
CRHR1 4
SPATA31E1 1
HOXB2 8
HBEGF 3
TPH2 2
BLID 9
NOA1 32
AP1M2 16
FAM229B 2
KLHDC10 14
ADAM17 21
NPBWR2 14
FBH1 20
UBE2L6 27
MB21D2 28
PPP1R13B 86
BTLA 1
PORCN 2
CFL1 61
NDUFAF1 52
PTH1R 36
NANOS2 21
C6orf120 11
HOXC4 18
TMEM88 11
TBC1D7 29
HDHD2 6
ERMP1 54
SPEF1 4
STAB2 1
RGS12 10
LRRC34 1
NDUFA10 38
RTN2 16
RASAL3 23
VPS11 33
PPA1 20
ZNF597 15
NR1I2 1
NR5A2 4
ARHGEF25 3
PTPRN2 6
FOXJ1 18
ZFC3H1 71
DMRTA1 1
NOMO3 4
SCNN1B 3
ASPH 99
WDR13 3
STX4 69
TCEAL4 15
ZNF605 1
SCRIB 137
C6orf58 4
SUCO 26
ZNF571 2
SH3GLB2 31
RHBDD2 62
ADCYAP1R1 2
ZNF610 3
FOXS1 72
PRNP 399
CLEC4E 6
NAGA 3
PTPN22 12
IRF2BP1 12
MUCL1 11
CEP55 102
FAM76B 18
MRTO4 30
NOXO1 4
RASGRP4 7
PRKCB 18
MTCH2 27
ARNT 21
ZDHHC9 19
SURF6 34
RICTOR 55
NUPR1 17
KRTAP5-4 33
CSF2 1
ADAMTS2 15
RELA 174
SLCO4A1 4
FBRS 20
SDCBP2 57
EXOSC6 20
TLX1 6
DPH3 6
SH3BGR 4
IFT22 23
EMP3 50
KCNJ4 3
RTRAF 42
COQ5 23
AP2B1 72
PACSIN2 30
TAOK2 18
TMX1 44
ZNF75A 2
RBBP6 42
GSTP1 59
C11orf52 2
CLASP1 33
MEIOB 1
KHDRBS2 70
CRYBB2 10
PRDM10 14
HNRNPCL1 37
CDCA2 16
GDF2 2
FLYWCH1 19
MAGEE2 3
FBXO40 6
BATF3 41
ZCWPW2 2
ECSIT 100
FBXO41 2
NUCB2 10
CHCHD2 124
SPATA2 31
PLK4 35
FBN2 18
DIS3L2 4
NCKIPSD 67
CNR2 23
MARCHF6 14
DNALI1 19
ANO3 6
MEIS2 52
TRABD 11
TUBA1B 47
PIK3IP1 7
MRPL40 40
MTRES1 22
CALHM6 3
DMRT3 75
INO80D 15
USP10 35
GLOD4 7
RRP15 22
MCC 299
TRAFD1 20
SPTLC2 13
PSMD1 62
RTKN 7
ZNF131 16
LRRC10 6
NFIB 5
NOL6 30
ABCA7 9
ARMC1 27
ATP13A2 61
OSBP 16
TRANK1 2
OXNAD1 11
CRTAC1 20
ASF1B 43
CDC42EP5 1
KLK3 4
GID4 27
MTRF1L 6
SNX17 32
CLDN7 71
NPPA 39
UBXN4 24
TMPRSS11A 6
SPINK7 14
TMEM9B 26
PTPRO 18
RNF10 33
RBM10 77
RBM22 39
PDSS2 5
UBA6 16
ATCAY 2
EEA1 61
PAGE1 12
NKX3-1 15
LAT2 1
NDUFAF3 40
BICRA 15
KCNMB2 1
TUBGCP6 18
DUSP11 14
NTF3 6
RNF7 24
PLLP 49
USP6NL 7
ZSCAN4 13
PNMA5 64
TTF1 20
SETD5 14
KCNC4 29
RNASE6 1
NYAP1 2
ACP5 12
TTBK1 3
DYNC2I1 17
SULT1B1 4
AHCTF1 10
PNMA6A 5
VLDLR 5
CYBA 9
NR0B2 12
GALNS 28
ZMAT3 16
RRAGD 10
PPIA 65
SCAMP2 10
CRP 51
SMC2 58
C8orf37 2
CTNNA3 96
CHD1 10
SUSD5 8
TSG101 121
PYGM 29
GATD1 43
FBXW5 41
HVCN1 6
DPYD 3
SDR39U1 5
HSP90B1 82
RFC3 33
SPZ1 8
CRYM 6
AQR 38
WDR62 51
PTCRA 4
METTL25 4
UBTFL1 25
TNXB 10
HAUS3 50
DUSP28 2
DRG1 33
GPN1 19
MOB4 80
KRTAP9-3 118
DOCK1 19
NDOR1 25
PPARA 14
PCID2 19
CASP14 20
TFF1 18
TTBK2 6
GP1BB 25
HNF4A 18
DUSP8 3
VPS26B 36
PLAGL2 41
NEIL3 16
LSG1 14
SNX13 4
LTC4S 9
CFAP57 1
FCER2 1
MRS2 29
ZNF407 3
RSF1 12
CSTF2T 37
EDEM1 15
RSAD2 7
PDLIM3 12
UNC93B1 325
LIMS2 14
PTPA 19
PNCK 1
GSTA4 9
SRY 2
OR4F3 1
FN3KRP 7
PJA1 23
CALHM5 1
LARP1B 24
MRPL53 28
KCNA10 21
PYM1 30
KRT3 43
CD8A 2
KRTAP5-7 57
IDI2 12
IPO7 59
CCSER2 17
INTS11 44
UHRF1 25
GAS2L1 23
CCSAP 1
EOLA1 1
DEPDC1 13
EIF3J 39
RUSC2 14
USP19 51
MTNR1A 154
ZNF598 21
CERS4 43
UGT1A4 9
NUDC 125
ATP8B1 2
PAQR3 1
HLA-DPB1 16
CMTR1 12
BTD 7
DSCAM 1
TOMM34 20
IL20 3
RPL18A 133
NUDT16 3
FTHL17 5
TMEM243 41
SNX7 16
DHX57 65
SLC7A9 3
VAMP3 108
NRG3 1
NET1 13
TOR1A 18
CA5B 1
KBTBD2 4
ELL2 23
ACTL6B 24
BOLA3 29
IL2RB 4
ZBED4 13
KIAA2026 3
LTA4H 12
CPNE7 48
CCNI 7
MYCBPAP 7
RBM7 55
FAM241B 43
CAMK1G 5
ZRANB1 158
RPN2 71
IQCB1 209
SLC10A4 5
LMTK2 26
MRPS26 40
GYPB 51
PLCH2 1
MMAA 2
C1orf112 20
DENND10 21
MRPS18B 51
TBX3 15
CIITA 3
CIT 7
ING2 30
GPRC5D 27
NXN 8
TCTN2 271
SMARCA2 46
PHB 98
ERBB3 124
NME7 105
ZNF341 11
MTFR2 16
DCXR 12
ERAP1 11
MEGF6 6
GPR84 1
XDH 3
ICOSLG 7
CTSA 15
PSMD2 155
ZNF383 5
SF3B4 73
PCIF1 11
HOMER2 10
LRRC6 14
COPS2 53
ITGA5 22
ATL3 60
ADRB3 3
CDT1 26
UBE2D3 98
POLDIP3 32
FAM149B1 3
WDFY1 17
TRPM4 9
TMEM160 18
OR5F1 8
HSD17B12 17
A1CF 22
HACD3 46
NAA10 60
COX19 4
PLSCR2 13
GNAT3 3
SNX1 62
ETNK2 9
BCKDK 22
MFSD14A 1
SAP30BP 28
THADA 21
GOLGA1 20
MS4A13 60
TM2D3 26
PPP1R3B 9
DBI 14
KLK7 22
PCDH18 4
KLF2 2
AMMECR1 23
SPON1 5
GALNT15 16
PLEKHA8 5
DESI1 26
TMEM80 64
MFAP3 34
GRIPAP1 63
SLC35B4 32
CYP2A13 1
FBXL22 1
TPSAB1 17
LAMB4 1
GPR35 64
RNF214 5
PTCD1 30
PPP1R7 46
BHLHE23 2
CD164L2 7
ZNF85 7
MKX 3
KLF3 11
PITRM1 14
NDUFC2 28
KLHL29 8
STAP1 8
TAAR1 4
NMNAT3 4
RHAG 5
TRMT10C 44
NECTIN4 22
NDUFAB1 63
RPL12 62
FANK1 6
RAB40AL 11
TRAP1 58
MRM3 63
CTF1 1
PATZ1 84
RPL37 12
LRRC8B 21
SDHAF2 17
SLC35B3 1
ZNF860 2
MAP9 4
CCDC9B 2
ZNF81 1
PFN1 40
WWC2 7
CMYA5 15
MPHOSPH8 52
MAS1 67
IFITM2 2
MTSS1 5
SHQ1 11
CCBE1 8
TCF20 29
HMGA2 8
DPT 4
CASR 1
UBXN1 67
WDR88 1
PLEKHH2 2
IL3RA 20
SIX4 5
RFK 4
LBR 39
FZD6 12
RALY 88
THOC6 18
SFTPA1 1
CTNS 1
DDI1 22
SETD1A 27
C4orf19 9
ZNF627 8
BCAS1 4
ERGIC2 18
MYF6 12
SATB2 42
CLTB 62
ZADH2 8
C1orf109 137
HGH1 13
SCTR 1
LHFPL4 5
KLHDC7B 23
SENP8 3
BTN2A1 28
KRTAP6-2 174
GAN 26
GTPBP6 4
ERI2 3
PCED1A 7
CECR2 1
ZIC3 3
TANK 184
C12orf75 9
PADI1 3
SURF2 25
ADA 3
ANGPT2 9
ARHGEF3 10
SMIM11A 5
FOSL1 16
SHARPIN 55
MATR3 160
SPDYE2 1
ZNF688 42
PHF10 29
MOB3B 5
CR1 1
MBD2 21
TRIM8 59
PHLDA2 4
APBA2 25
RPL26 48
CFHR5 20
MAN1A1 11
DEFA5 61
VGLL3 62
LRRIQ3 2
ROR2 59
MGLL 26
SDK1 4
ARHGAP25 13
IFIT5 16
CCDC116 28
FNDC5 8
KDM5B 7
GLO1 7
CXorf38 4
DPH2 14
CHCHD6 17
GRP 1
PROSER1 3
ARHGEF7 43
MAGEL2 3
LONP2 20
INSR 54
TMPRSS11B 50
COASY 19
AMOTL2 95
FBXL3 10
ZNF345 3
UBTD1 15
PXDN 19
FOXA2 11
ZMAT1 3
PCDHA11 5
UQCRH 41
ZNF57 12
DGCR8 112
TSEN54 20
TBX6 26
NIPAL3 10
IFFO2 2
HBP1 10
MARCHF7 17
NME4 102
RBFOX1 77
ZNF500 4
GDF9 48
KIFAP3 72
CD79B 93
RALGDS 13
CES2 1
HIGD1A 17
SFTPD 3
OGDH 20
CSF2RB 8
MAP7D2 31
FBXL2 10
MSRB3 38
NCF4 4
KIAA0319L 25
SLC27A6 10
CD70 79
FAM50B 47
CYB5D2 16
CNTNAP2 12
FCHO2 23
TCEAL9 8
CX3CL1 9
GSN 54
BOD1 12
NME3 32
BDP1 8
MBTPS1 10
MYCBP 27
MECP2 118
CABP7 1
EIF1AD 36
C8orf48 5
ARHGAP36 12
DDOST 46
SUCLG2 20
SCMH1 22
GLRA3 1
TMEM115 16
IQCN 60
DLST 269
SUPT7L 13
CCDC125 65
RECQL5 37
NMRK2 4
EIF4EBP3 2
KIF4A 15
ANGPTL7 13
DNAH10 2
SLC49A4 1
RAET1L 3
MAP1LC3B 362
RSPO1 8
F5 5
AURKB 69
CAD 66
C21orf58 2
ZNRF1 16
C1QTNF9B 2
CXCL6 12
RPS3A 108
FAM178B 2
ACOX1 22
TSPOAP1 5
SLC10A6 142
MTARC1 10
ZFP91 29
SHPK 6
AKR1C1 7
MAK16 63
FLT3LG 2
RPS6KB2 6
PLPPR1 13
IL17RB 22
HEXIM2 63
EFCAB2 6
KNDC1 2
AMY1A 33
ZNF708 1
GRIA3 15
CDC6 36
SNRNP48 12
MRPL12 143
VWC2L 21
MMP2 31
NOSIP 14
PAGR1 15
ARHGAP4 2
PTPRR 22
PSKH1 2
RNF175 1
CYP4F3 1
CEP97 48
DAGLB 23
GREM1 4
OAZ3 34
CILP 1
MARCHF8 6
MXD3 29
USE1 73
PMEPA1 7
SGMS2 8
RBP7 7
IFT172 28
MAP2K6 8
TAB1 115
NFE2L3 8
CNDP1 11
KIR3DL2 22
CHST10 14
LRP5 35
TSHZ2 18
RIBC2 6
MTG1 15
TBC1D5 25
SSR4 52
ETHE1 13
GSTA2 5
ACE2 2
CDR1 6
VANGL2 25
MED4 349
LCE2B 61
TES 30
NHLRC2 6
APOF 1
EPS8 35
TAS2R8 2
DHX16 23
ATP6V1H 21
CTNNB1 158
ZSCAN10 1
RTL8B 10
RORA 6
XRRA1 1
OTOR 2
GATB 13
SMR3B 11
GGT1 1
GUCA2B 2
CUTC 16
GCLC 3
SAMD9L 4
EPOR 8
RSL1D1 42
TWSG1 8
DUS1L 4
DAPK2 9
CORO2B 8
DZIP1L 10
FGFR1OP2 43
ADH5 3
GSR 6
OLA1 17
IFNA5 10
BCL10 32
EXD3 4
MARCKS 12
STX5 80
TTC5 26
ALKBH5 5
DEK 25
HOXC5 11
NDUFB5 48
MAP3K14 147
MRPL14 25
AP3S2 4
GRB10 36
C18orf25 31
KISS1R 20
RAB11FIP5 19
FZD7 37
RPL39 22
DNAH2 2
MAP3K6 18
GALP 2
ADAMTSL2 1
SCAF8 14
CHEK1 38
RTL6 6
PRKCE 9
EPB41L3 99
KCNJ11 13
PTGES3 57
TPM2 81
KISS1 1
TLX2 2
NFYA 33
LYPLAL1 7
MTARC2 7
ZSWIM6 4
CNTROB 125
WDR83OS 2
SCML4 5
FAM214B 56
ZGPAT 96
ITPA 15
MSANTD4 10
RPS6KA4 8
DECR2 13
DLG3 46
TOPORS 30
DPM1 36
ATP2B1 29
ACSL5 18
SYT9 3
FAM72A 2
METTL17 31
TIPRL 15
UBA7 5
SMUG1 42
STX12 101
PRELID3A 1
LETMD1 24
IYD 2
DROSHA 32
ASCL4 8
CDH15 3
NDUFB6 19
UPF1 140
C1QTNF3 3
PLOD2 14
ODAPH 40
SLC24A1 5
RFX7 8
LRRC42 5
CLK3 99
MYD88 28
RIOX1 10
NOTCH1 143
SYT16 35
PRKCA 34
VTI1B 107
COG6 123
GREB1L 4
PRKAR2B 60
TRIM59 21
SRP54 16
PDHX 17
IRAK1 64
MAP1A 18
CD40 38
IFT57 55
G6PD 13
DHX29 13
DDX43 4
SLC29A1 23
RNF170 32
LPAR3 53
CD300LF 1
DIABLO 54
CCL3L1 4
CSTF3 25
PNPLA8 8
PSME2 28
PTP4A2 21
CFAP298 31
C10orf82 6
RSU1 11
FAM234A 7
GTSF1 5
CIBAR1 5
CCND1 49
HORMAD2 1
CGREF1 1
TTC30A 25
CCNL2 46
MAGOHB 80
VARS2 16
BIRC3 30
MUL1 35
JAG1 6
CCDC15 2
HMGCLL1 1
TMBIM1 11
ST3GAL5 3
MANBA 12
STK17B 19
ZNF444 35
NOX3 1
KHDRBS3 48
CDON 8
FOXRED1 23
RPP25L 21
PCYT1A 24
BEND7 77
AEBP2 27
RRP1B 461
RPL10A 82
PSMD9 26
ACADS 9
RAPGEF4 8
GADD45GIP1 84
TMEM86A 46
DIAPH2 2
OAZ1 19
AFG3L2 57
AMN 1
PSD3 2
SLC30A6 23
SLC41A1 32
ZDHHC15 51
AP4E1 15
WDR82 27
SMIM20 1
HLA-DOA 3
CLDN11 10
ASB3 39
TLN2 18
GAR1 60
MRPL30 21
TRIM67 2
DEUP1 56
DCHS1 3
CARD14 2
CHL1 7
COG7 20
MMAB 18
SEC23B 35
ZNF572 59
NAA16 4
RPS6KB1 20
LAD1 6
WNT9A 2
SIRPG 3
IFIH1 28
NCSTN 68
FOSL2 61
MME 98
BRI3BP 13
ARMC7 65
HAUS2 39
GMNC 1
MLYCD 16
TSPYL4 22
RELL1 17
ZNF772 1
MLKL 13
SERP1 42
GNA12 5
CCDC102B 144
FOXP2 29
NOMO2 5
LRRFIP1 18
MAGEA8 13
NLN 18
CNTN3 2
STAMBPL1 54
SLCO3A1 3
SRP9 42
STYX 42
FAT1 20
GOLGA8R 1
FIBP 17
METRN 4
PEDS1 1
GFI1B 69
GALR1 4
ZNF813 3
TMEM256 11
FGR 8
KRT33A 4
TTC4 29
ING5 46
SLC25A25 13
NR4A3 37
KCNJ9 1
DCAF1 45
UAP1 11
RBM3 43
RTN4IP1 32
ABCB11 1
ARFGEF1 26
PLGRKT 143
TSHZ3 33
PPP2CA 160
CHIC2 58
UBQLN4 158
ZNF354C 13
UBA2 16
ZIM2 40
SRPK1 69
CDK5R2 1
RBAK 35
SCN3B 166
NIPA2 3
EML4 23
LRIG3 6
MEDAG 5
AKAP17A 36
MAP3K7CL 8
TMEM178A 1
NAP1L4 41
RND1 8
UBE2D1 101
SEL1L3 5
ATL1 5
VPS35 32
KANK1 17
C1orf174 9
INPP5A 11
FAM171A2 18
CCDC43 7
PHKA1 9
ANOS1 5
IL7 2
LGR4 21
AKR7L 1
GTF2F2 40
MFSD5 68
BAZ2A 9
IL13RA1 5
ITIH5 9
NDUFAF7 28
GBP6 3
PACS1 14
RFC4 47
HJV 4
TMEM234 18
TNFRSF18 3
SAMSN1 1
YIF1A 79
CWC27 13
HORMAD1 1
AKR1C2 6
CACNA1F 2
RBBP4 124
RELN 1
GOLGA8B 1
ADAMTSL4 180
PRPS2 17
KDM3B 20
MUC16 1
RNMT 19
DNAJC11 49
MIDN 13
USP22 57
THRB 16
RSL24D1 17
SSR3 24
SEL1L 24
MEI1 1
C1QL4 47
CD19 7
SEC16B 2
RAN 73
ATP11A 2
RAP1B 52
PRPF38A 42
CCR8 13
ZNF317 24
SERPINC1 9
IL21 2
PTPRC 9
TCF4 245
CEP43 134
GM2A 20
CAPN5 4
MBD3 95
SOD3 7
PARD6B 82
RPL7L1 27
CHMP1A 42
GPR137 4
UPF2 39
ARL17A 1
SFT2D1 29
LIN37 37
CTRB2 1
TMEM129 3
GJB1 44
OSBPL3 49
IFNLR1 5
ASB2 7
LTBR 65
DAPK1 114
CYP2W1 1
MAGEH1 10
MRPL44 53
TMEM167B 31
WDFY3 54
PLCL2 7
OTOP2 6
H1-4 105
ELF4 1
IFITM1 3
JAGN1 121
NRSN2 8
PTPN14 24
KRTAP2-4 90
LVRN 1
TSTD2 33
KLHL34 12
AGBL2 3
RXFP4 10
EXOC5 65
S100A7A 7
FASTK 8
TPH1 7
PTPRE 7
TMSB4X 33
PHF3 14
ZNF19 24
NQO1 4
KRT15 113
CUL4B 283
SLC9A8 1
TTC7A 3
C12orf65 2
CMBL 14
CHD4 65
LRRC27 10
CORO7 15
TMEM147 50
TASP1 3
SEPTIN14 14
TRIP13 115
TUBB4A 90
ANXA10 2
WDR76 22
ZNF101 12
KSR1 348
NUDT9 7
EID3 14
ZZEF1 48
PDE10A 2
TBL3 27
NKX3-2 1
STX1B 34
AK3 10
KRTAP5-11 53
CILK1 27
REPS1 36
TDRD7 19
TTC39C 1
ATP1B4 25
TBC1D10C 7
PDCD10 40
PPFIA1 45
CLN3 37
PPP1CA 353
NIT1 52
RPL28 108
MYBPC1 16
DPF1 17
SERPINB1 12
PRKCSH 33
MED27 26
SLC13A5 17
KHDRBS1 88
FOXE1 78
NOM1 37
ANKRD20A1 1
CCDC93 31
MCFD2 9
FASN 84
GREB1 13
RBM41 31
EDRF1 39
ATP6V0C 64
SOX4 4
TBCK 4
C2CD6 53
ACOT6 2
ADAMTS17 1
EDNRA 13
NDRG1 77
CERT1 26
FAHD1 13
CSAD 11
ZNF221 6
TMED4 14
LPIN2 2
DNASE1L3 3
PREB 16
COX6A2 6
RPL8 95
MT1X 2
ZHX2 9
ZACN 42
HDC 1
CES3 5
WT1 24
PAK3 6
RPL27A 36
TCF19 23
C19orf47 11
ENO1 82
VAMP5 123
NRIP3 9
NUP188 21
FOXF1 16
MAST2 18
HENMT1 11
ZNF653 4
DDX49 9
ZNF10 4
FBXO2 27
ZNF433 6
TBC1D8 4
MFSD11 9
SLC5A12 1
NANOS3 5
SCARA3 29
RNF39 7
ZNF696 41
TRIP12 39
SMTN 12
SGSH 3
PITX1 78
SLC4A7 36
AMER2 2
PRSS21 5
ERC2 5
BTBD11 1
SAMD1 48
SLC9A3 1
NRIP1 22
TRIM15 9
OPA1 36
IFT140 22
ATL2 31
PPM1H 6
PDCD5 27
DEFB115 2
GRPR 51
HTRA4 9
DYRK2 12
SPSB1 15
PPM1G 71
IFFO1 16
NOMO1 16
FARSB 27
TERF1 115
KLK8 14
LRRN4 5
AHSP 8
FAM171A1 8
SPIDR 2
TMEM60 95
MYO19 166
STK16 90
FGF17 1
MED13L 21
VCL 41
ARCN1 34
RCBTB2 21
POPDC2 3
TSPAN5 78
RPL7A 75
PHC1 26
DES 61
WDR20 35
RGSL1 1
DDX24 83
TMEM248 39
CHST9 3
GABPB2 10
GMPPB 10
PYY 2
GOT1L1 3
OTUD1 6
R3HCC1 2
IL1RAP 11
GPR37 55
SALL2 27
HNRNPR 69
NEUROG3 43
FOXA3 47
ARHGEF6 38
RIBC1 39
C19orf38 1
NEU3 2
USP26 2
MAP1S 29
ERCC1 22
SNN 4
COX15 182
CCDC187 1
RECK 42
MRPL19 33
OXSR1 20
EPHA4 68
BRD3 16
NINJ1 18
DCAF7 116
ADGRF5 5
SC5D 9
HLF 7
C16orf89 1
CREB3L1 187
RASSF1 38
CTPS1 43
LYPD4 66
SHBG 4
ETFBKMT 3
CACNA2D3 1
TP53BP2 117
PCDHB11 48
NHLRC4 19
PRCC 32
FTL 39
CDK5RAP2 55
LCAT 1
SMOX 6
TFAM 93
SHC1 92
SURF1 8
KCTD5 12
ACTC1 40
CFAP100 4
LCE3E 44
H2BC5 252
PHF13 3
PLA2G2A 7
CCDC124 22
ASCC2 49
ANLN 142
TAGLN3 1
CCDC121 11
STK32B 2
ZNF449 6
GFOD2 3
CCHCR1 175
USB1 24
DPEP1 54
MOK 9
TYRO3 22
FNBP1L 15
MEIOC 3
SDC4 17
RPA4 8
LPP 16
GID8 37
ALDH2 34
CYBC1 65
SOX3 3
CNBP 139
TOP2B 19
TGFBR3 19
EDA 70
PIDD1 10
CST3 4
GLIPR1L2 8
C12orf40 5
SPTLC1 30
SNRPD2 69
GMCL1 152
CLIP3 4
DNAJA2 65
NR3C1 68
ANKRD9 2
PNPLA2 10
LEMD2 33
SCGB1D1 76
PCCA 16
DLX6 1
IGIP 1
RHO 2
TEX43 7
RAB11FIP3 10
ARL6IP5 35
PGS1 2
SLC46A3 1
DPYSL3 23
DPYSL2 28
ATP13A1 37
MGAT1 7
RARA 62
NDC1 32
NDUFS2 64
PPT2 9
SIRPD 4
UBE3C 13
TSPO 18
EGFR 467
TFAP2C 72
NREP 5
TKT 65
PDIA6 63
PRKRIP1 7
RNASE7 20
KCNJ12 3
ELAC2 21
CD1B 33
RTL4 1
RPL9 72
KCTD15 18
ITGA2B 5
GLS2 2
FAM20A 3
DNHD1 1
SRPX2 1
KIR2DS1 2
CRCP 13
CD200R1 9
ZNF574 38
CHEK2 101
ZNF829 15
FHL2 169
BAMBI 5
TRAIP 22
CTXN3 57
KRCC1 3
CELSR2 28
LARP4B 26
CCNL1 32
PPP2R5D 41
TAX1BP1 85
ADAM32 22
SSBP2 19
LCMT2 11
AZGP1 23
TMEM218 65
PCNT 43
TGFBRAP1 14
MAP3K4 19
INVS 12
PROX1 6
OSCP1 4
MBIP 65
CELF1 32
ZBTB26 34
CHMP4C 11
NR1H2 35
ST6GALNAC1 1
CD207 10
HOXB5 88
ATR 40
SDC2 61
RPL34 22
BCAP31 42
FAM172A 9
CLEC18A 11
CRBN 25
TGM3 18
H4C7 8
AR 77
RSBN1 46
MMP9 13
TMOD1 45
TNFRSF8 21
SPPL2B 98
IL10RB 3
EXOSC9 42
AGMAT 3
EFL1 5
MARCO 1
TGDS 6
CAPG 10
HSPA8 402
SLC1A1 36
PON3 2
LDHD 33
SNRPA1 77
LAMA4 24
IGHMBP2 15
RANBP17 1
MRPS34 79
EPN3 23
HMG20B 31
KIAA1522 11
CYP2B6 4
SGIP1 2
PTAFR 11
GNGT1 3
MTF1 1
IFITM3 26
LHFPL1 5
DNAAF6 15
NBPF15 4
